grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
4208041,4,8,PEEL RIVER,ABOVE CANYON CREEK,CA,65.894447,-136.03612,25700,-999,1962,2017,56,24.11090428,1962,1993,32,17.46031746,1962,2017,56,192.235,6.06232296,235.8880529
4208042,4,8,OGILVIE RIVER,KM 197.9 DEMPSTER HIGHWAY,CA,65.362503,-138.29723,5410,-999,1974,2017,44,45.65518109,1974,1993,20,2.136752137,1974,2017,44,31.215,0.98439624,181.9586396
4208043,4,8,BLACKSTONE RIVER,NEAR CHAPMAN LAKE AIRSTRIP,CA,64.8675,-138.28722,1130,-999,1984,2017,34,29.39045012,1984,1993,10,0,1984,2017,34,9.879,0.311544144,275.7027823
4208044,4,8,BONNET PLUME RIVER,ABOVE GILLESPIE CREEK,CA,64.748337,-133.68056,3760,-999,1981,2017,37,59.87124464,1981,1993,13,8.974358974,1981,2017,37,50.357,1.588058352,422.3559447
4208050,4,8,SNAKE RIVER,NEAR THE MOUTH,CA,65.969444,-134.02777,8910,140,1975,1995,21,8.640150497,1975,1995,21,10.24590164,1975,1995,21,97.074,3.061325664,343.5831273
4208051,4,8,SNAKE RIVER,ABOVE IRON CREEK,CA,65.24,-133.4,2770,-999,1963,1967,5,70.16177352,1964,1967,4,69.23076923,1963,1967,5,n.a.,n.a.,n.a.
4208060,4,8,WELDON CREEK,NEAR THE MOUTH,CA,66.411942,-132.69417,847,100,1978,1990,13,0,1978,1990,13,0,1978,1990,13,3.434,0.108294624,127.8566989
4208065,4,8,ARCTIC RED RIVER,NEAR THE MOUTH,CA,66.790001,-133.08167,18600,-999,1968,2017,50,2.541479385,1968,1993,26,5.921052632,1968,2017,50,157.707,4.973447952,267.3896748
4208070,4,8,CARIBOU CREEK,ABOVE HIGHWAY NO. 8 (DEMPSTER HIGHWAY),CA,68.089165,-133.48416,625,-999,1975,2017,43,3.565516363,1975,1993,19,1.315789474,1975,2017,43,2.116,0.066730176,106.7682816
4208072,4,8,CABIN CREEK,ABOVE HIGHWAY NO. 8 (DEMPSTER HIGHWAY),CA,68.261391,-133.26138,133,-999,1984,1996,13,0,1984,1993,10,0,1984,1996,13,0.468,0.014758848,110.968782
4208073,4,8,BOOT CREEK,NEAR INUVIK,CA,68.361115,-133.64389,28.2,-999,1981,1990,10,9.967141292,1981,1990,10,10,1981,1990,10,0.087,0.002743632,97.29191489
4208090,4,8,CLEAR RIVER,NEAR BEAR CANYON,CA,56.308887,-119.67889,2880,-999,1971,2014,44,33.3521374,1971,1993,23,33.08270677,1971,2014,44,n.a.,n.a.,n.a.
4208093,4,8,EUREKA RIVER,NEAR WORSLEY,CA,56.450001,-119.11945,754,-999,1975,2015,41,32.23000068,1975,1993,19,33.02752294,1975,2015,41,n.a.,n.a.,n.a.
4208094,4,8,MONTAGNEUSE RIVER,NEAR HINES CREEK,CA,56.383335,-118.71111,230,-999,1975,2015,41,34.36416774,1975,1993,19,33.02752294,1975,2015,41,n.a.,n.a.,n.a.
4208095,4,8,HINES CREEK,NEAR FAIRVIEW,CA,56.068054,-118.65972,1240,-999,1971,1991,21,33.38746786,1971,1991,21,33.61344538,1971,1991,21,n.a.,n.a.,n.a.
4208096,4,8,HINES CREEK,ABOVE GERRY LAKE,CA,56.334167,-118.26278,374,-999,1974,2014,41,32.26026463,1974,1993,20,33.18777293,1974,2014,41,n.a.,n.a.,n.a.
4208100,4,8,RAMPARTS RIVER,NEAR FORT GOOD HOPE,CA,66.112221,-129.27528,7410,-999,1985,1996,12,1.888095786,1985,1993,9,0,1985,1996,12,41.818,1.318772448,177.9719903
4208105,4,8,JACKFISH CREEK,NEAR FORT GOOD HOPE,CA,66.26,-128.59,62.9,-999,1980,1986,7,7.16112532,1980,1986,7,7.792207792,1980,1986,7,0.233,0.007347888,116.8185692
4208110,4,8,CARCAJOU RIVER,BELOW IMPERIAL RIVER,CA,65.296387,-127.68028,6860,550,1976,2016,41,17.50609261,1976,1996,21,5.371900826,1976,2016,41,72.541,2.287652976,333.4771102
4208120,4,8,MOUNTAIN RIVER,BELOW CAMBRIAN CREK,CA,65.228889,-128.5575,11100,-999,1978,2016,39,54.86135486,1978,1993,16,0,1978,2016,39,123.012,3.879306432,349.4870659
4208125,4,8,WAINSCOTT COULEE,NEAR BROWNVALE,CA,56.026943,-117.93556,149,-999,1977,1993,17,31.02921196,1977,1993,17,33.16062176,1977,1993,17,n.a.,n.a.,n.a.
4208126,4,8,GRIMSHAW DRAINAGE,NEAR GRIMSHAW,CA,56.16,-117.6,8.1,-999,1991,2011,21,39.04837852,1991,1993,3,35.48387097,1991,2011,21,n.a.,n.a.,n.a.
4208130,4,8,NOTIKEWIN RIVER,MANNING,CA,56.919445,-117.61806,4680,-999,1961,2015,55,0.170272436,1961,1993,33,0.510204082,1961,2015,55,13.044,0.411355584,87.89649231
4208132,4,8,BUCHANAN CREEK,NEAR MANNING,CA,56.895,-117.48778,232,-999,1985,2016,32,31.94192377,1985,1993,9,30.76923077,1985,2016,32,n.a.,n.a.,n.a.
4208133,4,8,NORTH STAR DRAINAGE,NEAR NORTH STAR,CA,56.83,-117.56,31.3,-999,1991,2011,21,38.88815002,1991,1993,3,32.25806452,1991,2011,21,n.a.,n.a.,n.a.
4208135,4,8,TWITYA RIVER,NEAR THE MOUTH,CA,64.160553,-128.29916,5590,-999,1980,1990,11,0,1980,1990,11,0,1980,1990,11,61.826,1.949744736,348.7915449
4208140,4,8,BOYER RIVER,NEAR FORT VERMILION,CA,58.445,-116.26945,6660,-999,1962,2015,54,31.35298332,1962,1993,32,31.74603175,1962,2015,54,0.608,0.019173888,2.878962162
4208141,4,8,BOYER RIVER,NEAR PADDLE PRAIRIE,CA,57.908333,-117.6125,94.3,-999,1979,2007,29,31.25477464,1979,1993,15,31.81818182,1979,2007,29,n.a.,n.a.,n.a.
4208145,4,8,PONTON RIVER,ABOVE BOYER RIVER,CA,58.464722,-116.25639,2440,-999,1962,2018,57,34.11616284,1962,1993,32,32,1962,2018,57,4.776,0.150615936,61.72784262
4208147,4,8,KEG RIVER,HIGHWAY NO. 35,CA,57.744446,-117.62222,667,-999,1971,2018,48,29.39713029,1971,1993,23,20.97378277,1971,2018,48,2.794,0.088111584,132.1013253
4208150,4,8,MACKENZIE RIVER,NORMAN WELLS,CA,65.273888,-126.84417,1570000,50,1943,2016,74,26.09520268,1943,1996,54,32.97045101,1943,2016,74,8511.131,268.4070272,170.9598899
4208155,4,8,BOSWORTH CREEK,NORMAN WELLS,CA,65.29,-126.87,122,-999,1973,1979,7,57.61011775,1974,1979,6,57.14285714,1973,1979,7,n.a.,n.a.,n.a.
4208156,4,8,BOSWORTH CREEK,NEAR NORMAN WELLS,CA,65.328331,-126.87,109,-999,1980,2016,37,37.2480215,1980,1993,14,0,1980,2016,37,0.653,0.020593008,188.9266789
4208157,4,8,SEEPAGE CREEK,NORMAN WELLS,CA,65.26,-126.72,30.7,-999,1974,1978,5,6.910809214,1974,1978,5,5.555555556,1974,1978,5,0.059,0.001860624,60.60664495
4208158,4,8,JUNGLE RIDGE CREEK,NEAR THE MOUTH,CA,65.064163,-126.06778,41.2,-999,1980,2016,37,55.19398317,1980,1993,14,7.738095238,1980,2016,37,0.41,0.01292976,313.8291262
4208159,4,8,BIG SMITH CREEK,NEAR HIGHWAY NO. 1,CA,64.592499,-124.81278,964,-999,1973,1994,22,1.630365559,1973,1993,21,1.992031873,1973,1994,22,5.87,0.18511632,192.0293776
4208160,4,8,GREAT BEAR RIVER,OUTLET OF GREAT BEAR LAKE,CA,65.134445,-123.51195,145000,-999,1961,2016,56,13.61156172,1961,1993,33,15.8974359,1961,2016,56,538.24,16.97393664,117.061632
4208165,4,8,WHITEFISH RIVER,NEAR THE MOUTH,CA,65.734444,-124.62278,4740,-999,1977,1992,16,5.74479838,1977,1992,16,6.179775281,1977,1992,16,13.645,0.43030872,90.78243038
4208167,4,8,HALDANE RIVER,NEAR THE MOUTH,CA,66.85833,-121.26527,3940,-999,1975,1992,18,12.99701399,1975,1990,16,9.72972973,1975,1992,18,11.502,0.362727072,92.06270863
4208168,4,8,CAMSELL RIVER,OUTLET OF CLUT LAKE,CA,65.597778,-117.75972,31100,-999,1933,2016,84,35.04135499,1933,1993,61,48.12760055,1933,2016,84,105.329,3.321655344,106.8056381
4208169,4,8,SLOAN RIVER,NEAR THE MOUTH,CA,66.521942,-117.27389,2040,-999,1976,1991,16,6.688011384,1976,1991,16,7.608695652,1976,1991,16,12.334,0.388965024,190.6691294
4208170,4,8,JOHNNY HOE RIVER,ABOVE LAC STE. THERESE,CA,64.567497,-121.74333,17300,-999,1969,1992,24,4.056011589,1969,1992,24,4.411764706,1969,1992,24,39.823,1.255858128,72.59295538
4208175,4,8,ACASTA RIVER,ABOVE LITTLE CRAPEAU LAKE,CA,64.875557,-116.14167,2280,-999,1980,1994,15,0,1980,1993,14,0,1980,1994,15,11.731,0.369948816,162.2582526
4208180,4,8,BLACKWATER RIVER,NEAR THE MOUTH,CA,63.92,-124.06,10400,-999,1974,1985,12,55.96841616,1983,1985,3,0,1974,1985,12,202.083,6.372889488,612.7778354
4208181,4,8,BLACKWATER RIVER,OUTLET OF BLACKWATER LAKE,CA,63.900276,-123.32278,7850,-999,1986,1994,9,4.419713831,1986,1993,8,0,1986,1994,9,46.306,1.460306016,186.0262441
4208190,4,8,HYLAND RIVER,KM 108.5 NAHANNI RANGE ROAD,CA,61.483334,-128.23612,2150,870,1976,2017,42,53.28602692,1976,1994,19,5.479452055,1976,2017,42,43.955,1.38616488,644.7278512
4208195,4,8,KING CREEK,KM 20.9 NAHANNI RANGE ROAD,CA,60.94,-128.92,13.6,-999,1975,1988,14,2.735868035,1975,1988,14,2.48447205,1975,1988,14,0.126,0.003973536,292.1717647
4208200,4,8,ROOT RIVER,NEAR THE MOUTH,CA,62.480278,-123.43278,9840,450,1974,2017,44,11.19190642,1974,1996,23,0.754716981,1974,2017,44,102.936,3.246189696,329.8973268
4208210,4,8,INDIN RIVER,ABOVE CHALCO LAKE,CA,64.387779,-115.02194,1790,950,1977,2017,41,2.544615593,1977,1996,20,0,1977,2017,41,7.81,0.24629616,137.5956201
4208220,4,8,SOUTH NAHANNI RIVER,ABOVE CLAUSEN CREEK,CA,61.263332,-124.06973,33400,300,1969,1995,27,7.225939269,1966,1995,30,13.23943662,1966,1995,30,403.749,12.73262846,381.2164211
4208221,4,8,SOUTH NAHANNI RIVER,ABOVE VIRGINIA FALLS,CA,61.635834,-125.79528,14600,-999,1962,2017,56,5.655300621,1962,1993,32,9.283819629,1962,2017,56,230.734,7.276427424,498.38544
4208225,4,8,FLAT RIVER,NEAR THE MOUTH,CA,61.530277,-125.41055,8560,-999,1960,2017,58,9.424532343,1960,1993,34,15.53884712,1960,2017,58,95.477,3.010962672,351.7479757
4208226,4,8,FLAT RIVER,TUNGSTEN AIRSTRIP,CA,61.952499,-128.19778,171,-999,1988,1992,5,1.688992429,1988,1992,5,0,1988,1992,5,3.725,0.1174716,686.9684211
4208227,4,8,FLAT RIVER,CANTUNG CAMP,CA,61.97,-128.23,155,-999,1973,1988,16,0,1973,1988,16,0,1973,1988,16,2.472,0.077956992,502.9483355
4208230,4,8,BIRCH RIVER,HIGHWAY NO. 7,CA,61.336945,-122.08667,542,700,1974,2017,44,0.006335931,1974,1996,23,0.37593985,1974,2017,44,2.787,0.087890832,162.1602066
4208235,4,8,MAC CREEK,NEAR THE MOUTH,CA,62.210278,-128.76416,216,-999,1978,1992,15,0,1978,1992,15,0,1978,1992,15,3.328,0.104951808,485.888
4208236,4,8,LENED CREEK,ABOVE LITTLE NAHANNI RIVER,CA,62.369446,-128.67833,34.2,-999,1982,1992,11,0.880829016,1982,1992,11,0,1982,1992,11,0.773,0.024377328,712.7873684
4208237,4,8,PRAIRIE CREEK,CADILLAC MINE,CA,61.558334,-124.8125,495,-999,1974,2016,43,53.78145739,1974,1990,17,0,1974,2016,43,5.454,0.171997344,347.4693818
4208240,4,8,HYLAND RIVER,NEAR LOWER POST,CA,59.950832,-128.15083,9450,580,1946,1993,48,17.77726272,1947,1993,47,17.4688057,1946,1993,48,136.584,4.307313024,455.80032
4208245,4,8,SMITH RIVER,ABOVE SMITH FALLS,CA,59.656666,-126.46306,3740,-999,1983,2016,34,1.231983251,1983,1993,11,5.303030303,1983,2016,34,26.008,0.820188288,219.3016813
4208247,4,8,GRAYLING RIVER,NEAR THE MOUTH,CA,59.374722,-125.06861,1780,-999,1983,1995,13,0,1983,1993,11,0,1983,1995,13,16.542,0.521668512,293.0721978
4208250,4,8,DEASE RIVER,OUTLET OF DEASE LAKE,CA,58.8,-130.88,1520,750,1956,1984,29,3.469328423,1956,1984,29,3.83480826,1956,1984,29,15.159,0.478054224,314.5093579
4208251,4,8,DEASE RIVER,MCDAME,CA,59.188889,-129.21222,6940,-999,1957,1993,37,5.699599365,1958,1993,36,4,1957,1993,37,104.465,3.29440824,474.6985937
4208252,4,8,DEASE RIVER,NEAR THE MOUTH,CA,59.858334,-128.59723,14500,-999,1984,1995,12,0,1984,1993,10,0,1984,1995,12,179.131,5.649075216,389.5913942
4208255,4,8,KECHIKA RIVER,AT THE MOUTH,CA,59.615276,-127.31028,22700,-999,1962,1995,34,16.95029486,1962,1995,34,17.17948718,1962,1995,34,245.616,7.745746176,341.2222985
4208256,4,8,KECHIKA RIVER,ABOVE BOYA CREEK,CA,59.098331,-127.53389,11200,-999,1967,1994,28,1.378694703,1967,1993,27,1.567398119,1967,1994,28,141.16,4.45162176,397.4662286
4208258,4,8,TURNAGAIN RIVER,ABOVE SANDPILE CREEK,CA,59.064445,-127.84472,6580,-999,1967,1993,27,0.95462944,1967,1993,27,1.25,1967,1993,27,87.636,2.763688896,420.01351
4208260,4,8,COAL RIVER,AT THE MOUTH,CA,59.691387,-126.95055,9190,570,1961,1995,35,1.474661887,1961,1995,35,1.736972705,1961,1995,35,97.724,3.081824064,335.3453824
4208265,4,8,BLUE RIVER,NEAR THE MOUTH,CA,59.758335,-129.12778,1700,-999,1963,1995,33,2.424041175,1963,1993,31,1.902173913,1963,1995,33,18.229,0.574869744,338.1586729
4208267,4,8,LIARD RIVER,ABOVE BASS CREEK,CA,59.118889,-129.82306,888,-999,1964,2018,55,0,1964,1993,30,0,1964,2018,55,18.506,0.583605216,657.2130811
4208270,4,8,LIARD RIVER,LOWER CROSSING,CA,59.412498,-126.09722,104000,410,1944,2016,73,5.906136638,1944,1996,53,8.426073132,1944,2016,73,1142.4,36.0267264,346.4108308
4208271,4,8,LIARD RIVER,NEAR THE MOUTH,CA,61.747223,-121.22361,275000,-999,1972,2017,46,0,1972,1993,22,0,1972,2017,46,2509.01,79.12413936,287.7241431
4208272,4,8,LIARD RIVER,ABOVE BEAVER RIVER,CA,59.7425,-124.47639,119000,-999,1968,1995,28,0,1968,1993,26,0,1968,1995,28,1416.156,44.65989562,375.2932405
4208274,4,8,LIARD RIVER,ABOVE KECHIKA RIVER,CA,59.701111,-127.2275,61600,-999,1969,1995,27,0.543137665,1969,1993,25,0,1969,1995,27,705.583,22.25126549,361.2218423
4208275,4,8,LIARD RIVER,UPPER CROSSING,CA,60.049999,-128.89999,33400,-999,1960,2017,58,0,1960,1993,34,0,1960,2017,58,375.92,11.85501312,354.9405126
4208280,4,8,LIARD RIVER,FORT LIARD,CA,60.243057,-123.47916,222000,210,1942,2016,75,17.42561115,1943,1996,54,23.16118936,1942,2016,75,1966.586,62.0182561,279.3615139
4208282,4,8,RABBIT CREEK,BELOW HIGHWAY NO. 7,CA,60.46,-123.41,105,-999,1978,1983,6,0,1978,1983,6,0,1978,1983,6,0.418,0.013182048,125.5433143
4208283,4,8,RABBIT CREEK,AT HIGHWAY NO. 7,CA,60.46389,-123.365,92.6,-999,1984,1990,7,0,1984,1990,7,0,1984,1990,7,0.472,0.014884992,160.745054
4208285,4,8,RABBIT RIVER,NEAR THE MOUTH,CA,59.609444,-127.09611,3780,-999,1983,1995,13,2.436843282,1983,1993,11,3.03030303,1983,1995,13,40.097,1.264498992,334.5235429
4208287,4,8,GEDDES CREEK,AT THE MOUTH,CA,59.598331,-126.66666,77.8,-999,1979,1996,18,0.934870676,1979,1993,15,0.578034682,1979,1996,18,0.192,0.006054912,77.82663239
4208288,4,8,TEETER CREEK,NEAR THE MOUTH,CA,59.454166,-126.2275,211,-999,1979,2016,38,0.714181606,1979,1993,15,0,1979,2016,38,1.138,0.035887968,170.0851564
4208289,4,8,TROUT RIVER,KM 783.7 ALASKA HIGHWAY,CA,59.335278,-125.93639,1190,-999,1970,2017,48,0.307086158,1970,1993,24,0.716845878,1970,2017,48,16.177,0.510157872,428.7040941
4208290,4,8,FRANCES RIVER,NEAR WATSON LAKE,CA,60.473888,-129.1189,12800,-999,1962,2017,56,1.303223239,1963,1993,31,1.891891892,1962,2017,56,161.942,5.107002912,398.9846025
4208295,4,8,RANCHERIA RIVER,NEAR THE MOUTH,CA,60.209721,-129.55,5100,-999,1985,2016,32,1.839493498,1985,1993,9,5.555555556,1985,2016,32,53.452,1.685662272,330.5220141
4208297,4,8,BIG CREEK,KM 1084.8 ALASKA HIGHWAY,CA,60.158333,-129.70277,607,-999,1989,2016,28,0.381343502,1989,1993,5,0,1989,2016,28,7.765,0.24487704,403.4218122
4208298,4,8,TOM CREEK,KM 34.9 ROBERT CAMPBELL HIGHWAY,CA,60.290554,-129.02055,435,-999,1974,1993,20,0.424808836,1974,1993,20,0.862068966,1974,1993,20,2.913,0.091864368,211.1824552
4208300,4,8,MACKENZIE RIVER,NEAR FORT PROVIDENCE,CA,61.260834,-117.54472,970000,150,1958,1997,40,61.70816044,1961,1996,36,58.90736342,1958,1997,40,4182.578,131.9017798,135.9812163
4208305,4,8,PROPHET RIVER,ABOVE CHEVES CREEK,CA,58.483891,-122.82972,7320,-999,1988,1995,8,0,1988,1993,6,0,1988,1995,8,74.595,2.35242792,321.3699344
4208307,4,8,BOUGIE CREEK,KM 368 ALASKA HIGHWAY,CA,58.030277,-122.71861,332,-999,1981,2014,34,3.212884238,1981,1993,13,0,1981,2014,34,2.539,0.080069904,241.1744096
4208308,4,8,ADSETT CREEK,KM 386 ALASKA HIGHWAY,CA,58.10611,-122.71555,109,-999,1983,2014,32,0,1983,1993,11,0,1983,2014,32,0.815,0.02570184,235.7966972
4208309,4,8,PARKER CREEK,NEAR THE MOUTH,CA,58.24,-122.8,60.5,-999,1979,1982,4,25.44470224,1979,1982,4,28.57142857,1979,1982,4,0.437,0.013781232,227.7889587
4208310,4,8,REDSTONE RIVER,NEAR THE MOUTH,CA,64.18,-124.66,16400,-999,1963,1974,12,56.26888218,1963,1974,12,62.6984127,1963,1974,12,n.a.,n.a.,n.a.
4208311,4,8,REDSTONE RIVER,KM 63 ABOVE MOUTH,CA,63.924999,-125.29833,15400,-999,1974,2016,43,34.4193003,1974,1993,20,15.28384279,1974,2016,43,170.315,5.37105384,348.7697299
4208315,4,8,SILVERBERRY RIVER,NEAR LITTLE DAL LAKE,CA,62.765556,-126.69222,1420,-999,1980,1990,11,0,1980,1990,11,0,1980,1990,11,20.378,0.642640608,452.5638085
4208316,4,8,TSICHU RIVER,CANOL ROAD,CA,63.3039,-129.79,219,-999,1975,1992,18,0,1975,1992,18,0,1975,1992,18,3.574,0.112709664,514.656
4208317,4,8,WRIGLEY RIVER,NEAR THE MOUTH,CA,63.17,-123.69,1230,-999,1977,1988,12,1.44638404,1977,1988,12,0,1977,1988,12,7.261,0.228982896,186.1649561
4208320,4,8,SNOWDRIFT RIVER,OUTLET OF SILTAZA LAKE,CA,62.172501,-109.86083,6030,950,1976,1991,16,6.248909059,1976,1991,16,6.382978723,1976,1991,16,41.626,1.312717536,217.6977672
4208325,4,8,TOAD RIVER,ABOVE NONDA CREEK,CA,58.855556,-125.38055,2570,-999,1961,2016,56,0.927341785,1961,1993,33,1.794871795,1961,2016,56,43.028,1.356931008,527.9887191
4208326,4,8,TOAD RIVER,NEAR THE MOUTH,CA,59.187778,-124.70139,6900,-999,1983,1995,13,0,1983,1993,11,0,1983,1995,13,106.902,3.371261472,488.5886191
4208327,4,8,RACING RIVER,NEAR FORT NELSON,CA,58.82,-125.13,1900,-999,1944,1947,4,49.74137931,1944,1947,4,62.16216216,1944,1947,4,n.a.,n.a.,n.a.
4208330,4,8,BEAVER RIVER,BELOW WHITEFISH RIVER,CA,60.131111,-124.88917,7280,-999,1977,2017,41,54.05826558,1977,1993,17,0,1977,2017,41,62.806,1.980650016,272.0673099
4208333,4,8,JEAN-MARIE CREEK,AT HIGHWAY NO. 1,CA,61.445835,-121.24111,1310,-999,1972,2015,44,0.412861254,1972,1993,22,0,1972,2015,44,5.269,0.166163184,126.8421252
4208335,4,8,TROUT RIVER,HIGHWAY NO. 1,CA,61.139721,-119.83583,9270,-999,1969,2017,49,0,1969,1993,25,0,1969,2017,49,40.527,1.278059472,137.8704932
4208338,4,8,PLATEAU CREEK,NEAR WILLOW LAKE,CA,62.3,-118.23,69.9,-999,1976,1985,10,9.663625998,1976,1985,10,11.30434783,1976,1985,10,0.217,0.006843312,97.90145923
4208340,4,8,MARTEN RIVER,ABOVE THOA RIVER,CA,60.603889,-108.97862,736,1250,1977,1990,14,3.886010363,1977,1990,14,4.268292683,1977,1990,14,5.071,0.159919056,217.2813261
4208345,4,8,MARTIN RIVER,HIGHWAY NO. 1,CA,61.89389,-121.61166,2050,-999,1972,2017,46,0.654615338,1972,1993,22,0,1972,2017,46,8.498,0.267992928,130.7282576
4208346,4,8,HARRIS RIVER,NEAR THE MOUTH,CA,61.876667,-121.29583,701,-999,1972,1995,24,1.105422388,1972,1993,22,0,1972,1995,24,1.471,0.046389456,66.17611412
4208347,4,8,SAHNDAA CREEK,HIGHWAY NO. 1,CA,62.061943,-122.21,251,-999,1982,1990,9,0,1982,1990,9,0,1982,1990,9,1.835,0.05786856,230.5520319
4208350,4,8,LA MARTRE RIVER,BELOW OUTLET OF LAC LA MARTRE,CA,63.108055,-116.97389,13900,-999,1975,2017,43,1.366975407,1975,1993,19,3.539823009,1975,2017,43,35.135,1.10801736,79.71347914
4208353,4,8,EMILE RIVER,OUTLET OF BASLER LAKE,CA,63.795555,-116.12111,4850,-999,1978,1997,20,5.133614627,1978,1993,16,6.486486486,1978,1997,20,15.856,0.500034816,103.0999621
4208355,4,8,SNARE RIVER,BELOW BIGSPRUCE LAKE,CA,63.51,-116,15500,-999,1945,1947,3,0,1945,1947,3,0,1945,1947,3,35.016,1.104264576,71.24287587
4208356,4,8,SNARE RIVER,BIGSPRUCE LAKE,CA,63.51,-116,15200,-999,1949,1976,28,0,1949,1976,28,0,1949,1976,28,48.688,1.535424768,101.0147874
4208357,4,8,SNARE RIVER,BELOW GHOST RIVER,CA,63.974167,-115.43333,13300,-999,1947,2016,70,50.27871121,1947,1993,47,75.31531532,1947,2016,70,55.816,1.760213376,132.3468704
4208358,4,8,WECHO RIVER,OUTLET OF INGLIS LAKE,CA,63.178612,-115.19806,3400,-999,1983,1995,13,0,1983,1993,11,0,1983,1995,13,9.708,0.306151488,90.04455529
4208360,4,8,MUSKWA RIVER,NEAR FORT NELSON,CA,58.788334,-122.65916,20300,-999,1944,2014,71,6.910094883,1944,1996,53,10.03184713,1944,2014,71,209.406,6.603827616,325.3117052
4208365,4,8,FORT NELSON RIVER,ABOVE MUSKWA RIVER,CA,58.670834,-122.6375,22800,-999,1978,2004,27,5.574112735,1978,1996,19,0,1978,2004,27,137.687,4.342097232,190.4428611
4208366,4,8,FORT NELSON RIVER,FORT NELSON,CA,58.82,-122.54,43500,-999,1960,1978,19,5.162377451,1960,1978,19,5.607476636,1960,1978,19,326.799,10.30593326,236.9180061
4208370,4,8,YELLOWKNIFE RIVER,OUTLET OF PROSPEROUS LAKE,CA,62.545555,-114.16389,16300,-999,1937,2016,80,58.68098582,1937,1993,57,82.74336283,1937,2016,80,37.504,1.182726144,72.55988613
4208371,4,8,YELLOWKNIFE RIVER,INLET TO PROSPEROUS LAKE,CA,62.670834,-114.26334,11300,-999,1939,2016,78,11.65672166,1939,1993,55,15,1939,2016,78,28.705,0.90524088,80.10981239
4208372,4,8,YELLOWKNIFE RIVER,POWER DIVERSION AT SITE Y2,CA,62.66,-114.25,10900,-999,1941,1957,17,0,1941,1957,17,0,1941,1957,17,10.896,0.343616256,31.52442716
4208376,4,8,CAMERON RIVER,BELOW REID LAKE,CA,62.490833,-113.52306,3630,-999,1975,2016,42,0.4094301,1975,1993,19,0,1975,2016,42,5.908,0.186314688,51.32636033
4208378,4,8,BAKER CREEK,NEAR YELLOWKNIFE,CA,62.5,-114.36,126,-999,1968,1982,15,12.74326347,1968,1982,15,14.28571429,1968,1982,15,0.146,0.004604256,36.54171429
4208379,4,8,BAKER CREEK,OUTLET OF LOWER MARTIN LAKE,CA,62.513332,-114.40945,121,-999,1983,2016,34,2.109670666,1983,1993,11,0,1983,2016,34,0.241,0.007600176,62.8113719
4208380,4,8,SALT RIVER,BELOW PEACE POINT HIGHWAY,CA,59.83,-111.97,821,177,1973,1980,8,0,1973,1980,8,0,1973,1980,8,0.813,0.025638768,31.22870646
4208383,4,8,RASPBERRY CREEK,NEAR THE MOUTH,CA,58.89389,-123.31917,273,-999,1979,2014,36,0.61633282,1979,1993,15,0,1979,2014,36,1.241,0.039136176,143.355956
4208385,4,8,WILLOWLAKE RIVER,BELOW METAHDALI CREEK,CA,62.65,-122.9,20500,-999,1963,1974,12,0,1964,1974,11,0,1963,1974,12,62.645,1.97557272,96.36940098
4208386,4,8,WILLOWLAKE RIVER,ABOVE METAHDALI CREEK,CA,62.650555,-122.9,20200,-999,1975,2017,43,11.11040367,1975,1993,19,0,1975,2017,43,73.378,2.314048608,114.5568618
4208389,4,8,METAHDALI CREEK,ABOVE WILLOWLAKE RIVER,CA,62.64,-122.9,344,-999,1976,1987,12,0,1976,1987,12,0,1976,1987,12,1.12,0.03532032,102.6753488
4208395,4,8,WALDRON RIVER,NEAR THE MOUTH,CA,63.046112,-110.47806,1830,-999,1979,2016,38,42.05331412,1979,1993,15,0,1979,2016,38,6.408,0.202082688,110.4276984
4208397,4,8,FONTAS RIVER,NEAR THE MOUTH,CA,58.270832,-121.46389,7400,-999,1988,2016,29,16.61474559,1988,1993,6,0,1988,2016,29,29.785,0.93929976,126.9324
4208399,4,8,SIKANNI CHIEF RIVER,NEAR FORT NELSON,CA,57.234165,-122.69417,2160,-999,1944,2014,71,6.81456156,1944,1993,50,10.45531197,1944,2014,71,25.407,0.801235152,370.9422
4208400,4,8,SLAVE RIVER,FITZGERALD (ALBERTA),CA,59.872223,-111.58334,606000,200,1921,2016,96,34.46804856,1921,1996,76,43.99117971,1921,2016,96,3348.842,105.6090813,174.2724114
4208410,4,8,LOCKHART RIVER,OUTLET OF ARTILLERY LAKE,CA,62.894722,-108.4675,26600,-999,1944,2016,73,21.23927262,1944,1993,50,31.36593592,1944,2016,73,119.479,3.767889744,141.6499904
4208415,4,8,THONOKIED RIVER,NEAR THE MOUTH,CA,64.146942,-108.91722,1780,-999,1980,1990,11,14.53852437,1980,1990,11,13.67521368,1980,1990,11,9.348,0.294798528,165.6171506
4208420,4,8,TALTSON RIVER,OUTLET OF TSU LAKE,CA,60.649723,-111.94695,58700,-999,1952,1997,46,18.31231231,1952,1993,42,20.3187251,1952,1997,46,185.986,5.865254496,99.91915666
4208421,4,8,TALTSON RIVER,NEAR OUTLET OF NONACHO LAKE,CA,61.66,-109.96,22600,-999,1975,1977,3,9.081196581,1975,1977,3,7.142857143,1975,1977,3,91.782,2.894437152,128.0724404
